DATE,PORTFOLIO_VALUE,PORTFOLIO_EXPENSE,PORTFOLIO_PROFIT,PORTFOLIO_DRAWDOWN
2019-07-29,293.60553308144506,299.60553308144506,-6.0,0.0
2019-07-30,941.5354166289089,965.1578125993418,-23.622395970432876,0.0
2019-07-31,940.0472744853435,965.1578125993418,-25.11053811399836,-0.0015805482377855258
2019-08-01,946.3506815790656,965.1578125993418,-18.807131020276188,0.0
2019-08-02,935.1291327228846,965.1578125993418,-30.028679876457204,-0.011857706740863672
2019-08-05,1186.2714977332625,1231.177624185575,-44.90612645231249,0.0
2019-08-06,1176.3278181322362,1231.177624185575,-54.84980605333885,-0.008382296649651304
2019-08-07,1186.597825457372,1231.177624185575,-44.57979872820306,0.0
2019-08-08,1191.9209410301214,1231.177624185575,-39.25668315545363,0.0
2019-08-09,1192.785738687439,1231.177624185575,-38.391885498135935,0.0
2019-08-12,1184.4285902776837,1231.177624185575,-46.74903390789132,-0.0070064120811435295
2019-08-13,1445.2179019060113,1491.56088656062,-46.3429846546087,0.0
2019-08-14,1441.248503119823,1491.56088656062,-50.31238344079702,-0.002746574603700466
2019-08-15,1802.8113558161263,1858.3969003545653,-55.58554453843908,0.0
2019-08-16,1817.5413495770117,1858.3969003545653,-40.85555077755362,0.0
2019-08-19,1829.3819808973144,1858.3969003545653,-29.014919457250926,0.0
2019-08-20,1827.9015959256394,1858.3969003545653,-30.49530442892592,-0.0008092268247601646
2019-08-21,1832.360811396165,1858.3969003545653,-26.03608895840034,0.0
2019-08-22,1824.4727338316761,1858.3969003545653,-33.92416652288921,-0.004304871352535943
2019-08-23,1825.114724671048,1858.3969003545653,-33.28217568351738,-0.003954508675393408
2019-08-26,1826.7466826788605,1858.3969003545653,-31.65021767570488,-0.0030638773119290082
2019-08-27,1831.4325303126025,1858.3969003545653,-26.964370041962866,-0.0005066038728776466
2019-08-28,1837.478948164197,1858.3969003545653,-20.917952190368396,0.0
2019-08-29,1846.019927709404,1858.3969003545653,-12.376972645161231,0.0
2019-08-30,1850.1895748286147,1858.3969003545653,-8.207325525950637,0.0
2019-09-02,1857.0325164708247,1858.3969003545653,-1.3643838837406292,0.0
2019-09-03,1859.4222449605193,1858.3969003545653,1.0253446059539328,0.0
2019-09-04,1864.1978063355004,1858.3969003545653,5.800905980935113,0.0
2019-09-05,1864.5322542535923,1858.3969003545653,6.135353899026995,0.0
2019-09-06,2167.0767156326137,2160.080147901049,6.996567731564937,0.0
2019-09-09,2157.2822370264043,2160.080147901049,-2.797910874644458,-0.004519673224097278
2019-09-10,2151.250042785703,2160.080147901049,-8.83010511534576,-0.0073032360750046495
2019-09-11,2160.690906094869,2160.080147901049,0.6107581938204021,-0.00294673902943966
2019-09-12,2170.1249202018284,2160.080147901049,10.044772300779641,0.0
2019-09-13,2532.011596252821,2544.4521419196035,-12.440545666782327,0.0
2019-09-16,2544.0508849750763,2544.4521419196035,-0.40125694452717653,0.0
2019-09-17,2544.3311538676253,2544.4521419196035,-0.12098805197820184,0.0
2019-09-18,2543.058707386961,2544.4521419196035,-1.393434532642459,-0.0005001104037617185
2019-09-19,2552.3100145172843,2544.4521419196035,7.857872597680853,0.0
2019-09-20,2556.610614471449,2544.4521419196035,12.158472551845534,0.0
2019-09-23,2561.4491425174688,2544.4521419196035,16.99700059786528,0.0
2019-09-24,2561.283970647964,2544.4521419196035,16.831828728360506,-6.448375912021386e-05
2019-09-25,2556.2055037469718,2544.4521419196035,11.75336182736828,-0.002047137568908901
2019-09-26,2556.0751702854013,2544.4521419196035,11.623028365797836,-0.0020980202740959924
2019-09-27,2557.051289524192,2544.4521419196035,12.599147604588325,-0.0017169394153789892
2019-09-30,2836.0311589576204,2840.261399875905,-4.230240918284835,0.0
2019-10-01,2838.1690426465666,2840.261399875905,-2.0923572293386314,0.0
2019-10-02,2805.111803370327,2840.261399875905,-35.1495965055783,-0.011647382090185192
2019-10-03,2804.976134085014,2840.261399875905,-35.28526579089112,-0.01169518378320426
2019-10-04,2825.0012403394203,2840.261399875905,-15.260159536484935,-0.004639541235664895
2019-10-07,2826.2149787351946,2840.261399875905,-14.046421140710663,-0.004211892854776887
2019-10-08,2812.457290423654,2840.261399875905,-27.804109452251396,-0.009059274425365724
2019-10-09,2812.891815427159,2840.261399875905,-27.36958444874608,-0.008906173959193308
2019-10-10,3182.4833444249234,3220.5454117167255,-38.06206729180212,0.0
2019-10-11,3202.2595904294744,3220.5454117167255,-18.28582128725111,0.0
2019-10-14,3210.955570119303,3220.5454117167255,-9.589841597422492,0.0
2019-10-15,3215.8273542711017,3220.5454117167255,-4.718057445623799,0.0
2019-10-16,3220.4700358268237,3220.5454117167255,-0.07537588990180666,0.0
2019-10-17,3217.073732772416,3220.5454117167255,-3.4716789443095877,-0.0010545985575474586
2019-10-18,3203.816737561235,3220.5454117167255,-16.728674155490353,-0.005171076917445368
2019-10-21,3203.055738180991,3220.5454117167255,-17.48967353573471,-0.005407377634973696
2019-10-22,3476.606648298597,3489.356100109367,-12.749451810770097,0.0
2019-10-23,3481.3881168562275,3489.356100109367,-7.967983253139664,0.0
2019-10-24,3497.4101062518016,3489.356100109367,8.054006142434446,0.0
2019-10-25,3507.4011957536372,3489.356100109367,18.045095644270077,0.0
2019-10-28,3505.8429617997194,3489.356100109367,16.48686169035227,-0.0004442702351257504
2019-10-29,3503.0399644561253,3489.356100109367,13.683864346758128,-0.0012434366797821797
2019-10-30,3773.4101066979647,3769.065554286522,4.344552411442692,0.0
2019-10-31,3772.8716133808603,3769.065554286522,3.806059094338252,-0.00014270733948281708
2019-11-01,4171.856702348232,4157.281565333886,14.575137014346183,0.0
2019-11-04,4186.235308796034,4157.281565333886,28.95374346214794,0.0
2019-11-05,4185.245348324866,4157.281565333886,27.96378299098069,-0.0002364798913924322
2019-11-06,4198.716165386958,4157.281565333886,41.434600053072245,0.0
2019-11-07,4198.173235765221,4157.281565333886,40.891670431335115,-0.00012930848391536683
2019-11-08,4198.74585797625,4157.281565333886,41.464292642363944,0.0
2019-11-11,4183.925134942457,4157.281565333886,26.643569608570942,-0.0035297975955459306
2019-11-12,4197.263705678805,4157.281565333886,39.98214034491957,-0.00035299881144955835
2019-11-13,4202.787661924757,4157.281565333886,45.50609659087149,0.0
2019-11-14,4205.0740149587555,4157.281565333886,47.79244962486973,0.0
2019-11-15,4512.523952075244,4459.865250953917,52.658701121326885,0.0
2019-11-18,4509.217894757147,4459.865250953917,49.35264380323042,-0.000732640392208014
2019-11-19,4507.042030257269,4459.865250953917,47.176779303352305,-0.0012148238715616179
2019-11-20,4498.954011902148,4459.865250953917,39.08876094823063,-0.003007172996135708
2019-11-21,4485.288585413848,4459.865250953917,25.42333445993063,-0.006035506282215102
2019-11-22,4499.162047067146,4459.865250953917,39.29679611322899,-0.002961071265217982
2019-11-25,4521.058597164076,4459.865250953917,61.19334621015878,0.0
2019-11-26,4534.227101057572,4459.865250953917,74.36185010365534,0.0
2019-11-27,4533.847298419152,4459.865250953917,73.98204746523515,-8.376347941010755e-05
2019-11-28,4542.243039843802,4459.865250953917,82.37778888988487,0.0
2019-11-29,4810.5063888885,4742.595778581635,67.91061030686433,0.0
2019-12-02,4769.746886633894,4742.595778581635,27.151108052258678,-0.008473016967351624
2019-12-03,4752.48914199407,4742.595778581635,9.893363412435065,-0.012060527978601136
2019-12-04,4773.263446984665,4742.595778581635,30.667668403029893,-0.007742000299565067
2019-12-05,4781.910048939642,4742.595778581635,39.31427035800698,-0.005944559187138867
2019-12-06,4803.356274679601,4742.595778581635,60.76049609796519,-0.0014863537496623558
2019-12-09,5086.314929821308,5027.160594879806,59.154334941502384,0.0
2019-12-10,5078.458611368196,5027.160594879806,51.2980164883902,-0.0015445992946780012
2019-12-11,5079.387476302793,5027.160594879806,52.22688142298739,-0.0013619788813899435
2019-12-12,5381.798684993274,5329.617333043048,52.18135195022569,0.0
2019-12-13,5407.280109270046,5329.617333043048,77.66277622699727,0.0
2019-12-16,5438.940088893129,5329.617333043048,109.32275585008028,0.0
2019-12-17,5745.172822364042,5652.291336644123,92.88148571991951,0.0
2019-12-18,5726.249977866593,5652.291336644123,73.95864122247076,-0.00329369456455486
2019-12-19,5740.631449705737,5652.291336644123,88.34011306161483,-0.000790467545315022
2019-12-20,5751.796002441048,5652.291336644123,99.50466579692511,0.0
2019-12-23,5772.59999430258,5652.291336644123,120.30865765845738,0.0
2019-12-24,5762.002349683909,5652.291336644123,109.71101303978685,-0.0018358529309375593
2019-12-26,5762.002349683909,5652.291336644123,109.71101303978685,-0.0018358529309375593
2019-12-27,5791.592119145947,5652.291336644123,139.30078250182487,0.0
2019-12-30,5760.750016713309,5652.291336644123,108.45868006918681,-0.005325323641262597
2019-12-31,5760.804191428758,5652.291336644123,108.51285478463524,-0.0053159696131587645
2020-01-02,5792.481115706561,5652.291336644123,140.189779062438,0.0
2020-01-03,5813.637816823893,5652.291336644123,161.34648017977088,0.0
2020-01-06,5804.230014973792,5652.291336644123,151.93867832966953,-0.0016182297808226762
2020-01-07,5826.633820236742,5652.291336644123,174.34248359261983,0.0
2020-01-08,5837.976625803386,5652.291336644123,185.68528915926345,0.0
2020-01-09,5855.955345855285,5652.291336644123,203.664009211162,0.0
2020-01-10,5863.924893114383,5652.291336644123,211.63355647026037,0.0
2020-01-13,5855.588814776925,5652.291336644123,203.2974781328021,-0.0014215868193071125
2020-01-14,5844.07721640796,5652.291336644123,191.78587976383733,-0.00338470854729549
2020-01-15,5859.230787994888,5652.291336644123,206.939451350765,-0.0008005056689943858
2020-01-16,6166.353332156587,5967.483063995689,198.87026816089838,0.0
2020-01-17,6205.52783701955,5967.483063995689,238.04477302386113,0.0
2020-01-20,6215.65311158422,5967.483063995689,248.1700475885309,0.0
2020-01-21,6439.849875408942,6207.818107745597,232.0317676633449,0.0
2020-01-22,6452.5277156589755,6207.818107745597,244.70960791337802,0.0
2020-01-23,6456.500440496502,6207.818107745597,248.6823327509046,0.0
2020-01-24,6822.413531786448,6546.202110431144,276.2114213553041,0.0
2020-01-27,6759.636389905604,6546.202110431144,213.4342794744598,-0.009201603155299514
2020-01-28,6785.611132995814,6546.202110431144,239.4090225646696,-0.005394337153438098
2020-01-29,6794.328750498942,6546.202110431144,248.12664006779778,-0.004116546315560602
2020-01-30,6765.301080372907,6546.202110431144,219.09896994176233,-0.008371297217245471
2020-01-31,6733.630017240739,6546.202110431144,187.4279068095948,-0.013013505284025393
2020-02-03,6746.395587164659,6546.202110431144,200.19347673351513,-0.01114238300970942
2020-02-04,6766.018328977049,6546.202110431144,219.81621854590503,-0.008266166005131028
2020-02-05,6808.040611025403,6546.202110431144,261.83850059425913,-0.0021067208391985885
2020-02-06,6846.602463370132,6546.202110431144,300.40035293898745,0.0
2020-02-07,6843.4246982459235,6546.202110431144,297.2225878147792,-0.00046413752532143234
2020-02-10,6867.930883331719,6546.202110431144,321.72877290057477,0.0
2020-02-11,6905.107544751918,6546.202110431144,358.90543432077357,0.0
2020-02-12,6927.045440873289,6546.202110431144,380.8433304421451,0.0
2020-02-13,6953.332298380511,6546.202110431144,407.1301879493667,0.0
2020-02-14,6984.415859424553,6546.202110431144,438.21374899340844,0.0
2020-02-17,6999.102166238843,6546.202110431144,452.90005580769866,0.0
2020-02-18,6987.8198700864,6546.202110431144,441.6177596552561,-0.0016119633467938628
2020-02-19,7041.992564241875,6546.202110431144,495.79045381073047,0.0
2020-02-20,6999.368442746207,6546.202110431144,453.1663323150624,-0.006052849546037102
2020-02-21,7339.2445982995005,6893.154106280754,446.0904920187468,0.0
2020-02-24,7246.369681483911,6893.154106280754,353.21557520315764,-0.012654560775520168
2020-02-25,7445.7071542567555,7185.110682276691,260.59647198006496,0.0
2020-02-26,7425.519389963016,7185.110682276691,240.40870768632522,-0.002711329343942607
2020-02-27,7560.546927739375,7471.347475456124,89.19945228325105,0.0
2020-02-28,7322.990026269792,7471.347475456124,-148.3574491863319,-0.03142059744355203
2020-03-02,7355.393680346089,7471.347475456124,-115.95379511003466,-0.02713470987668707
2020-03-03,7382.486073382672,7471.347475456124,-88.86140207345215,-0.023551319244300213
2020-03-04,7418.215663274893,7471.347475456124,-53.131812181231,-0.01882552490247415
2020-03-05,7434.646753483718,7471.347475456124,-36.70072197240552,-0.016652257496575194
2020-03-06,7286.793894104723,7471.347475456124,-184.55358135140068,-0.03620809926200731
2020-03-09,7026.53026823766,7471.347475456124,-444.8172072184643,-0.07063201440393517
2020-03-10,6993.396423756047,7471.347475456124,-477.9510517000772,-0.07501448101624413
2020-03-11,6990.361902719614,7471.347475456124,-480.9855727365102,-0.07541584365117461
2020-03-12,6602.870823362619,7471.347475456124,-868.4766520935045,-0.12666756962556192
2020-03-13,6579.169708586246,7471.347475456124,-892.1777668698778,-0.12980241092777178
2020-03-16,6457.271730896289,7471.347475456124,-1014.0757445598347,-0.1459253156402229
2020-03-17,6490.6883359317035,7471.347475456124,-980.6591395244204,-0.14150544954392105
2020-03-18,6315.700643467745,7471.347475456124,-1155.6468319883788,-0.16465029529865538
2020-03-19,6310.7106419642505,7471.347475456124,-1160.6368334918734,-0.16531030065953561
2020-03-20,6429.428352461806,7471.347475456124,-1041.919122994318,-0.14960803577946666
2020-03-23,6627.134012521925,7744.132295798097,-1116.9982832761725,-0.12345838523834719
2020-03-24,7265.43980927544,8097.432287405763,-831.9924781303234,-0.03903250932564119
2020-03-25,7648.404499118712,8378.27363135035,-729.8691322316381,0.0
2020-03-26,7709.722600507119,8378.27363135035,-668.5510308432313,0.0
2020-03-27,7600.376045041634,8378.27363135035,-777.8975863087162,-0.01418294290618089
2020-03-30,7687.218521749597,8378.27363135035,-691.055109600753,-0.0029189219798960693
2020-03-31,7753.509408844221,8378.27363135035,-624.764222506129,0.0
2020-04-01,7609.132728966832,8378.27363135035,-769.1409023835186,-0.018620817008708712
2020-04-02,7692.742126015668,8378.27363135035,-685.5315053346822,-0.007837390738087903
2020-04-03,7729.052450222523,8378.27363135035,-649.2211811278275,-0.003154308240575694
2020-04-06,7890.868133532154,8378.27363135035,-487.4054978181957,0.0
2020-04-07,8702.769391909347,9081.244945540957,-378.4755536316097,0.0
2020-04-08,8659.136698407263,9081.244945540957,-422.108247133694,-0.0050136561750846855
2020-04-09,8807.721725096088,9081.244945540957,-273.52322044486937,0.0
2020-04-13,8807.721725096088,9081.244945540957,-273.52322044486937,0.0
2020-04-14,8903.245200473148,9081.244945540957,-177.99974506780927,0.0
2020-04-15,8812.327066974485,9081.244945540957,-268.9178785664717,-0.010211797097740354
2020-04-16,8888.465632050236,9081.244945540957,-192.7793134907206,-0.0016600203734842538
2020-04-17,8930.985059142626,9081.244945540957,-150.25988639833122,0.0
2020-04-20,8955.347058040472,9081.244945540957,-125.89788750048501,0.0
2020-04-21,8769.868759601675,9081.244945540957,-311.37618593928164,-0.020711458443396308
2020-04-22,8866.657330601478,9081.244945540957,-214.58761493947895,-0.009903550009194196
2020-04-23,8977.012143888074,9081.244945540957,-104.2328016528827,0.0
2020-04-24,8948.405308753527,9081.244945540957,-132.8396367874302,-0.003186676666581569
2020-04-27,9009.851950059974,9081.244945540957,-71.39299548098279,0.0
2020-04-28,9310.749402731002,9354.260095961,-43.51069322999865,0.0
2020-04-29,9391.549221190882,9354.260095961,37.28912522988139,0.0
2020-04-30,9301.91379042805,9354.260095961,-52.34630553295028,-0.009544264599133472
2020-05-01,9237.821442540308,9354.260095961,-116.4386534206933,-0.016368734809343997
2020-05-04,9427.972939676598,9661.639020952396,-233.6660812757982,0.0
2020-05-05,9564.779694666002,9661.639020952396,-96.85932628639421,0.0
2020-05-06,9564.751188162249,9661.639020952396,-96.88783279014751,-2.980361771343581e-06
2020-05-07,9628.443963397094,9661.639020952396,-33.1950575553019,0.0
2020-05-08,9645.773877490112,9661.639020952396,-15.865143462284323,0.0
2020-05-11,9658.703078417831,9661.639020952396,-2.935942534564674,0.0
2020-05-12,9675.50806707252,9661.639020952396,13.86904612012404,0.0
2020-05-13,9867.841545197942,9991.179037126713,-123.33749192877076,0.0
2020-05-14,9847.508050372504,9991.179037126713,-143.67098675420857,-0.0020605818133888503
2020-05-15,9898.875338294449,9991.179037126713,-92.30369883226376,0.0
2020-05-18,10020.977097072824,9991.179037126713,29.798059946111607,0.0
2020-05-19,10281.960644811945,10293.887718481074,-11.927073669128731,0.0
2020-05-20,10330.42458844214,10293.887718481074,36.53686996106626,0.0
2020-05-21,10217.070652937991,10293.887718481074,-76.81706554308221,-0.010972824450117068
2020-05-22,10240.451300529503,10293.887718481074,-53.43641795157055,-0.00870954404074548
2020-05-25,10295.061484245323,10293.887718481074,1.1737657642497652,-0.003423199491372441
2020-05-26,10338.979294780562,10293.887718481074,45.091576299488224,0.0
2020-05-27,10301.946226610773,10293.887718481074,8.058508129699476,-0.0035818882226105425
2020-05-28,10358.270169605485,10293.887718481074,64.38245112441109,0.0
2020-05-29,10267.859385015341,10293.887718481074,-26.02833346573243,-0.008728367102784981
2020-06-01,10272.780482808508,10293.887718481074,-21.107235672565366,-0.008253278336746888
2020-06-02,10375.207654847933,10293.887718481074,81.31993636685911,0.0
2020-06-03,10410.190864753407,10293.887718481074,116.30314627233383,0.0
2020-06-04,10351.7391479179,10293.887718481074,57.85142943682695,-0.005614855442603979
2020-06-05,10696.496345456892,10602.13103860077,94.3653068561216,0.0
2020-06-08,10762.539186656973,10602.13103860077,160.40814805620357,0.0
2020-06-09,10777.641788237199,10602.13103860077,175.51074963642895,0.0
2020-06-10,10739.597608107777,10602.13103860077,137.46656950700708,-0.003529916922173419
2020-06-11,10590.886686755786,10602.13103860077,-11.244351844983612,-0.017328011558636003
2020-06-12,10960.74966052784,10991.855045253602,-31.105384725762633,0.0
2020-06-15,10900.17012477488,10991.855045253602,-91.68492047872132,-0.00552695186271058
2020-06-16,11055.62344396218,10991.855045253602,63.76839870857839,0.0
2020-06-17,11388.720726304164,11271.54861119003,117.1721151141337,0.0
2020-06-18,11386.995844572766,11271.54861119003,115.44723338273616,-0.0001514552663859463
2020-06-19,11441.664214780743,11271.54861119003,170.11560359071336,0.0
2020-06-22,11404.33495905088,11271.54861119003,132.78634786085058,-0.00326257221232201
2020-06-23,11443.836886570376,11271.54861119003,172.28827538034602,0.0
2020-06-24,11300.74749203157,11271.54861119003,29.198880841540813,-0.012503620591335423
2020-06-25,11318.417361303054,11271.54861119003,46.86875011302436,-0.010959569461751466
2020-06-26,11325.886025409756,11271.54861119003,54.33741421972627,-0.010306933096804097
2020-06-29,11327.814774107403,11271.54861119003,56.26616291737264,-0.010138392709802442
2020-06-30,11351.632493388843,11271.54861119003,80.08388219881272,-0.008057122282976387
2020-07-01,11756.578592828671,11667.708622481534,88.8699703471375,0.0
2020-07-02,11897.9629395996,11667.708622481534,230.25431711806596,0.0
2020-07-03,11875.019312390501,11667.708622481534,207.3106899089671,-0.0019283660005979955
2020-07-06,11977.720911046483,11667.708622481534,310.0122885649489,0.0
2020-07-07,11939.505001022466,11667.708622481534,271.796378540932,-0.0031905827751231206
2020-07-08,11949.705259672188,11667.708622481534,281.9966371906539,-0.0023389801434142176
2020-07-09,11897.916490338803,11667.708622481534,230.20786785726887,-0.006662738370709591
2020-07-10,11971.831757641468,11667.708622481534,304.12313515993446,-0.0004916756241651242
2020-07-13,12069.266548976457,11667.708622481534,401.55792649492287,0.0
2020-07-14,11922.359417175096,11667.708622481534,254.6507946935617,-0.012172001604672468
2020-07-15,11973.908880690855,11667.708622481534,306.20025820932096,-0.007900866875269134
2020-07-16,11917.466256377324,11667.708622481534,249.7576338957897,-0.012577424815595503
2020-07-17,11961.196893894574,11667.708622481534,293.4882714130399,-0.008954119510356483
2020-07-20,11966.909383911847,11667.708622481534,299.2007614303129,-0.008480810714491215
2020-07-21,12346.753590610211,11958.89170344341,387.86188716680044,0.0
2020-07-22,12292.253318785302,11958.89170344341,333.3616153418916,-0.0044141378075575
2020-07-23,12323.243714328903,11958.89170344341,364.35201088549184,-0.0019041342413432488
2020-07-24,12198.163523677564,11958.89170344341,239.27182023415298,-0.012034747906984326
2020-07-27,12206.665558889908,11958.89170344341,247.7738554464977,-0.01134614299153428
2020-07-28,12213.007950537643,11958.89170344341,254.11624709423268,-0.010832453979990515
2020-07-29,12252.82982925644,11958.89170344341,293.9381258130288,-0.007607162535842723
2020-07-30,12156.942161469826,11958.89170344341,198.05045802641507,-0.015373387647805511
2020-07-31,12441.532024262771,12268.9425908364,172.58943342637212,0.0
2020-08-03,12617.158026526513,12268.9425908364,348.21543569011374,0.0
2020-08-04,12675.262421417296,12268.9425908364,406.31983058089645,0.0
2020-08-05,12716.44231537068,12268.9425908364,447.4997245342802,0.0
2020-08-06,12700.932524451451,12268.9425908364,431.989933615052,-0.0012196643160549009
2020-08-07,12717.69487944493,12268.9425908364,448.75228860853167,0.0
2020-08-10,12759.139358697688,12268.9425908364,490.1967678612891,0.0
2020-08-11,12723.71569136325,12268.9425908364,454.7731005268506,-0.0027763367370300563
2020-08-12,12731.103122582577,12268.9425908364,462.1605317461781,-0.0021973453950872635
2020-08-13,12681.037712657915,12268.9425908364,412.09512182151593,-0.006121231522291715
2020-08-14,13230.818142480348,12869.885873280138,360.9322692002097,0.0
2020-08-17,13296.530037162422,12869.885873280138,426.64416388228346,0.0
2020-08-18,13265.988491401213,12869.885873280138,396.10261812107456,-0.002296956098760237
2020-08-19,13249.225684064742,12869.885873280138,379.3398107846042,-0.0035576464660681028
2020-08-20,13216.293274133426,12869.885873280138,346.407400853288,-0.0060344137007732135
2020-08-21,13260.377828863715,12869.885873280138,390.4919555835768,-0.002718920515176893
2020-08-24,13331.789287848569,12869.885873280138,461.9034145684309,0.0
2020-08-25,13299.23367885851,12869.885873280138,429.3478055783726,-0.0024419534607955096
2020-08-26,13374.177446235264,12869.885873280138,504.29157295512596,0.0
2020-08-27,13383.302965766332,12869.885873280138,513.4170924861937,0.0
2020-08-28,13782.679303387706,13234.36586519298,548.3134381947257,0.0
2020-08-31,13749.154542187754,13234.36586519298,514.7886769947745,-0.0024323834620247585
2020-09-01,14053.481933661542,13549.156084166612,504.32584949492957,0.0
2020-09-02,14151.573987664886,13549.156084166612,602.4179034982735,0.0
2020-09-03,14037.775874111572,13549.156084166612,488.61978994495985,-0.008041375019662473
2020-09-04,13878.966342743746,13549.156084166612,329.81025857713394,-0.01926341516207003
2020-09-07,13980.711552470391,13549.156084166612,431.555468303779,-0.012073740726185335
